,SPX/M1CXIAMA inst_corr,SPX/M1CXIAMA hist_corr,LBEATREU/VIX inst_corr,LBEATREU/VIX hist_corr,VIX/SHCOMP inst_corr,VIX/SHCOMP hist_corr
344,0.472638250526838,0.039443977880034016,-0.6332480018115347,-0.5741647245874065,-0.6304225711774721,-0.350650767441972
345,0.42275596034442986,0.07395511715814275,-0.7066189024910777,-0.5997475726364054,-0.06790477864292051,-0.3515381462127419
346,0.06104781335044591,0.08769629356967276,-0.5477209972372514,-0.6403087728247827,0.05177446073822609,-0.34765694455638946
347,-0.37440478296605995,0.07278852123130723,-0.44206809872696734,-0.6045812574654359,-0.2382818655709633,-0.35278274936761533
348,-0.19850847002826244,0.07032416909693816,-0.8947419229077416,-0.5659934167665662,0.2969856165486239,-0.346387558299466
349,0.13891140663551685,0.0992407480558832,-0.39889836794345096,-0.5648734466237006,0.32226531446057105,-0.19397852548272584
350,0.10891470759969027,0.11472551044294939,-0.7477184778433102,-0.5465401267243071,-0.05869711574768693,-0.19514922396837306
351,0.48790644134565947,0.11421745655864611,-0.766572495631117,-0.5469392779100142,0.2390478181977169,-0.2982180541785541
352,0.16733827193864267,0.18155155826134461,-0.35004959702020916,-0.589981994023042,0.4909918306223215,-0.1355665402098761
353,-0.3950179275540864,-0.06368870743259175,-0.4099599566267419,-0.5479860682229816,-0.001956629177976055,-0.1100840118132889
354,-0.19851102691266928,-0.05622310890105461,-0.4099599566267419,-0.48738659033230275,-0.8488459514481667,-0.12744194568999995
355,0.4990918841982835,-0.025771729214093195,-0.955707536230326,-0.49410891137887775,-0.6457863009675382,-0.22813150352224443
356,0.6114647336615654,-0.0653498996829957,-0.6819344642042783,-0.5245455755640692,-0.3792630611110903,-0.226043991355617
357,0.4226470194200392,-0.07803816736315147,-0.5378019309650126,-0.5077772069933253,-0.1453666665813634,-0.06782352954771226
358,0.4907485852078199,-0.03678552364914031,-0.6723728290376768,-0.4764972407394645,-0.46237694830750653,-0.147374905404756
359,0.7585487427200555,0.005631942220586984,-0.8386128239880414,-0.5110655616789285,-0.5300124241301984,-0.1524884835195021
360,0.7685722945124939,-0.00047770815204404535,-0.8386128239880414,-0.5412289098393548,-0.49502826674787465,-0.13682395035871306
361,-0.39545452099949424,-0.03756350326698542,-0.8386128239880414,-0.5411608860880863,-0.3338613159018074,-0.17446277921585565
362,-0.5536399079357104,-0.09165914546049614,-0.9448835375073252,-0.5449555058438317,-0.04260937244284159,-0.17385480330206837
363,-0.1555014947061635,0.11585574415797571,-0.8780527365177229,-0.546615682757107,-0.7737302968095067,-0.17801033538229794
364,-0.31000790537850104,0.08683762796336836,-0.8780527365177229,-0.5509906258394311,-0.7065509788575247,-0.15454577548347653
