,SPX/VIX inst_corr,SPX/VIX hist_corr,LBEATREU/M1CXIAMA inst_corr,LBEATREU/M1CXIAMA hist_corr,GBIEMDCW/SHCOMP inst_corr,GBIEMDCW/SHCOMP hist_corr
347,-0.9438376717691682,-0.8573229949630141,0.7505612721080943,0.2996536418371037,0.3249497641198879,0.3210037770035579
348,-0.9438376717691682,-0.8742757901406164,0.6845694089806642,0.31986948362781364,0.6634716484430982,0.3400082683163225
349,-0.8992145611858718,-0.8705535904612667,0.6461036970660247,0.29557493272431845,0.6634716484430982,0.32434360796486134
350,-0.9445487903276788,-0.8891002791540131,0.584534116324174,0.2791570233302542,0.6634716484430982,0.35580278515316777
351,-0.9445487903276788,-0.8892595191476053,0.3657736642061064,0.30058673301233696,0.30691544671167753,0.34217659268435874
352,-0.9445487903276788,-0.8766164869822445,-0.3795694023396632,0.1362150933372892,0.44504798726224587,0.07722770915843923
353,-0.8594190663011249,-0.8852505212946105,-0.6229924791814958,0.08000452038645879,-0.14210070880757164,0.0977427016994982
354,-0.8594190663011249,-0.8804654837469763,0.14462260834285676,0.06204493390890582,-0.4803203350113327,0.008479761135111494
355,-0.8594190663011249,-0.8846121149823136,0.41379149754346156,0.0631186288474374,-0.09122052020637461,-0.022760182542030508
356,-0.8594190663011249,-0.8710356795439833,0.4022574904353253,0.08785750670836645,0.18753429596664808,0.0003627558067106306
357,-0.8594190663011249,-0.8577087810277267,0.4155971599243285,0.08992686480400358,0.5774114548444124,0.043914156434355624
358,-0.9443645714125065,-0.8629407433214822,0.6167621156367176,0.12539843282651844,0.6892867675817693,0.028651655109481897
359,-0.9443645714125065,-0.8724201897661492,0.5755718176339558,0.16548175396833895,0.7212077529399336,0.12435081372744117
360,-0.9443645714125065,-0.8714006330438754,0.16193005725158158,0.10278291283791112,0.4760853587680343,0.18484038278024276
361,-0.9443645714125065,-0.8728606350665918,-0.2692892584618352,0.08670318072178483,0.1997583014128204,0.2218738247213968
362,-0.9443645714125065,-0.8482453808274083,-0.407511351529817,0.058020868417786954,0.2664131807454642,0.2331371059060838
363,-0.9866107815355875,-0.8679913885917063,-0.10715580380978043,0.05257074284860064,0.2664131807454642,0.22789812047381794
364,-0.9866107815355875,-0.8531406445440401,0.03274335765818622,0.1398556831645727,0.9935906449948773,0.2736522741734395
