,CAC/JPEIGLBL inst_corr,CAC/JPEIGLBL hist_corr,CAC/FTMIGMI inst_corr,CAC/FTMIGMI hist_corr,FTMIGMI/JPEIGLBL inst_corr,FTMIGMI/JPEIGLBL hist_corr
693,-0.03935708345357875,0.23375596966925277,0.8290525504915163,0.6260930160888144,0.6656825686295883,0.4209882871974682
694,-0.041371450238855786,0.24539631534049278,0.6208268283461853,0.5955118448694074,0.4987376034066817,0.47903116215974095
695,0.08456794738786721,0.2662591818021932,0.6208268283461853,0.5867510943976457,0.4882837051537511,0.5207126059806492
696,0.7197654951583791,0.2818158306572703,0.7365410567214672,0.5834357207349473,0.9192382370877504,0.5144965544800365
697,0.8975907893096031,0.1699733984586824,0.9095114508038438,0.5870345532275044,0.9192382370877504,0.42968221764954734
698,0.5314015382272568,0.19408741998588316,0.6538914923138306,0.5890692632652602,0.9192382370877504,0.4200119356242602
699,0.7053549487847839,0.1775354899184623,0.4927270993577157,0.5137593677316077,0.813152604188994,0.416825716668808
700,0.7032557414131716,0.14602285515697516,0.5816439576779492,0.5763663739486298,0.5281744913330261,0.4218919230902829
701,0.37899437171481637,0.16155920503613905,0.20310123281859038,0.5692893288101157,0.5008812697883992,0.5111797060422261
702,0.35829330899550876,0.20276076173055071,0.04901116043518284,0.47688730441900856,0.8020889616463006,0.4123131649600251
703,0.5374377458491015,0.21192132256178134,0.4773883361392085,0.4739936930460122,0.6651006065138769,0.42058840819611143
704,0.5374377458491015,0.11714536066205301,0.6274258371228219,0.4548460962636355,0.6651006065138769,0.39103643249851483
705,0.7114950130900237,0.1515672515605153,0.4923002235338443,0.4970263447332661,0.8498955335358395,0.40152136708743036
706,0.503898422957795,0.25833137124451133,0.762805721051965,0.5312368014091653,0.5161615764459733,0.44400523746585535
707,0.7356736858685721,0.2920079324700402,0.762805721051965,0.4375564049364138,0.9571394406299679,0.4489622722044973
708,0.7356736858685721,0.27868268011773434,0.946789122637511,0.420833209484546,0.9571394406299679,0.46650792829075916
709,0.2860770987250943,0.24472254425599965,0.7077386914770661,0.5129640226534999,0.7482016103695608,0.4720802936878742
710,0.26525339174572593,0.2539714169304406,0.7918036918639489,0.4727874302005839,0.6285039733702273,0.46111984175300597
711,0.46926974081929657,0.2207194513447865,0.8531425041145688,0.4895943345403159,0.5526822154911448,0.5076224798273613
