,VIX/KOSPI inst_corr,VIX/KOSPI hist_corr,UKX/VIX inst_corr,UKX/VIX hist_corr,KOSPI/UKX inst_corr,KOSPI/UKX hist_corr
349,0.3348675793336574,-0.3170132212586705,-0.6785554678221098,-0.45519374906622617,-0.23582989081821673,0.3671298490499117
350,0.1609709135614745,-0.30794719065841775,-0.7774547351120726,-0.5118675044103203,0.5334471026859013,0.38247449193005484
351,-0.5609952555214455,-0.3153436072822292,-0.7774547351120726,-0.5064445737901961,0.9687771314677541,0.36601059368933303
352,-0.5399443069483464,-0.2238826420490336,-0.7774547351120726,-0.41738785155263475,0.9820103812862684,0.06851642901338176
353,-0.5371306140826593,-0.1436025316848409,-0.8238642248365949,-0.418064368559838,0.9743991992605269,0.08939566129928826
354,-0.5371306140826593,-0.14209184584559978,-0.8238642248365949,-0.46494489848986315,0.9743991992605269,0.10532385754875356
355,-0.8595025605886387,-0.17188573924614806,-0.8238642248365949,-0.477147505933817,0.951052542839788,0.10497916676983711
356,-0.4852266581699546,-0.17678933999716032,-0.9646996283565618,-0.4643147749185207,0.7826740911798384,0.10323047877479974
357,-0.24785606945543018,-0.11244379668924241,-0.2664656320633411,-0.423389987427773,0.6946936611158966,0.08324412626708759
358,-0.5641662069596115,-0.13932501483343024,-0.5348683109165777,-0.40938651099654677,0.5936546007807989,0.10041016159650433
359,-0.6435713454012897,-0.13013840797606158,-0.9245373903581157,-0.4445067312610603,0.25774714378430763,0.08326373097775869
360,-0.6435713454012897,-0.0973166852464204,-0.9411295780873151,-0.47806408507879494,0.5183397406950124,-0.0691053294513185
361,-0.8892904765236248,-0.14734510830523626,-0.855393547758608,-0.45987207605859237,0.5183397406950124,-0.06375784045251248
362,-0.5659396811080081,-0.17088277365248308,-0.8974291257045784,-0.5853526141790323,0.9310335896836559,0.07096477512721092
363,-0.5659396811080081,-0.17682347519710115,-0.8974291257045784,-0.5837111126589319,0.42337019151475097,-0.04315506734832651
364,-0.5659396811080081,-0.15217050628892914,-0.8974291257045784,-0.5942695826861109,0.42337019151475097,0.09606061180861371
